address,awarding_agency,awarding_agency_link,awarding_agency_ministry,awarding_ministry,company_email,contract_award_price,contract_awarded_to,contract_id,contract_signed_on,contract_title,currency,data_source,estimated_contract_completion_date,tender_description,tender_lot_Numbers,tender_package_no,tender_type
KUMASI,Komfo Anokye Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1352,Komfo Anokye Teaching Hospital /Ministry of Health,Ministry of Health,,65000,ALPHA INNOVATIONS,59,2011-10-31,"Supply of Non-Medicine Consumles, Laboratory & Other Items, Dental Items and Techinical Consumables for Anaesthesia Units and Patient Monitors",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=59,2011-11-14,Lot 1: Laboratory Reagents and Other Consumables     Lot 2: Stationary Items     Lot 3: Clothing and Linen Items     Lot 4: Medical Expendles     Lot 5: Cleaning Items     Lot 6: Dialysis Consumles     Lot 7: Dental Items     Lot 8: Technical Consumles for Anaesthesia Units,3,AR/KATH/NCT/GD/04/11,NCT
KUMASI,Komfo Anokye Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1352,Komfo Anokye Teaching Hospital /Ministry of Health,Ministry of Health,,13600,ACGYAN VENTURES LIMITED,60,2011-10-31,"Supply of Non-Medicine Consumles, Laboratory & Other Items, Dental Items and Techinical Consumables for Anaesthesia Units and Patient Monitors",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=60,2011-11-14,Lot 1: Laboratory Reagents and Other Consumables     Lot 2: Stationary Items     Lot 3: Clothing and Linen Items     Lot 4: Medical Expendles     Lot 5: Cleaning Items     Lot 6: Dialysis Consumles     Lot 7: Dental Items     Lot 8: Technical Consumles for Anaesthesia Units,4,AR/KATH/NCT/GD/04/11,NCT
ACCRA,Komfo Anokye Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1352,Komfo Anokye Teaching Hospital /Ministry of Health,Ministry of Health,,3000,CAP NOBLE AGENCY,61,2011-10-31,"Supply of Non-Medicine Consumles, Laboratory & Other Items, Dental Items and Techinical Consumables for Anaesthesia Units and Patient Monitors",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=61,2011-11-14,Lot 1: Laboratory Reagents and Other Consumables     Lot 2: Stationary Items     Lot 3: Clothing and Linen Items     Lot 4: Medical Expendles     Lot 5: Cleaning Items     Lot 6: Dialysis Consumles     Lot 7: Dental Items     Lot 8: Technical Consumles for Anaesthesia Units,30,AR/KATH/NCT/GD/04/11,NCT
ACCRA,Komfo Anokye Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1352,Komfo Anokye Teaching Hospital /Ministry of Health,Ministry of Health,,13980,ALIZABEY ENTERPRISE,62,2011-10-31,"Supply of Non-Medicine Consumles, Laboratory & Other Items, Dental Items and Techinical Consumables for Anaesthesia Units and Patient Monitors",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=62,2011-11-14,Lot 1: Laboratory Reagents and Other Consumables     Lot 2: Stationary Items     Lot 3: Clothing and Linen Items     Lot 4: Medical Expendles     Lot 5: Cleaning Items     Lot 6: Dialysis Consumles     Lot 7: Dental Items     Lot 8: Technical Consumles for Anaesthesia Units,28,AR/KATH/NCT/GD/04/11,NCT
KUMASI,Komfo Anokye Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1352,Komfo Anokye Teaching Hospital /Ministry of Health,Ministry of Health,,9600,UNIQUE LUV COMPANY LTD,63,2011-10-31,"Supply of Non-Medicine Consumles, Laboratory & Other Items, Dental Items and Techinical Consumables for Anaesthesia Units and Patient Monitors",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=63,2011-11-14,Lot 1: Laboratory Reagents and Other Consumables     Lot 2: Stationary Items     Lot 3: Clothing and Linen Items     Lot 4: Medical Expendles     Lot 5: Cleaning Items     Lot 6: Dialysis Consumles     Lot 7: Dental Items     Lot 8: Technical Consumles for Anaesthesia Units,31,AR/KATH/NCT/GD/04/11,NCT
KUMASI,Komfo Anokye Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1352,Komfo Anokye Teaching Hospital /Ministry of Health,Ministry of Health,,15000,AJEKS GENERAL SERVICES,64,2011-10-31,"Supply of Non-Medicine Consumles, Laboratory & Other Items, Dental Items and Techinical Consumables for Anaesthesia Units and Patient Monitors",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=64,2011-11-14,Lot 1: Laboratory Reagents and Other Consumables     Lot 2: Stationary Items     Lot 3: Clothing and Linen Items     Lot 4: Medical Expendles     Lot 5: Cleaning Items     Lot 6: Dialysis Consumles     Lot 7: Dental Items     Lot 8: Technical Consumles for Anaesthesia Units,63,AR/KATH/NCT/GD/04/11,NCT
KUMASI,Komfo Anokye Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1352,Komfo Anokye Teaching Hospital /Ministry of Health,Ministry of Health,,1100,STAK-FAM COMPANY LTD,65,2011-10-19,"Supply of Non-Medicine Consumles, Laboratory & Other Items, Dental Items and Techinical Consumables for Anaesthesia Units and Patient Monitors",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=65,2011-11-02,Lot 1: Laboratory Reagents and Other Consumables     Lot 2: Stationary Items     Lot 3: Clothing and Linen Items     Lot 4: Medical Expendles     Lot 5: Cleaning Items     Lot 6: Dialysis Consumles     Lot 7: Dental Items     Lot 8: Technical Consumles for Anaesthesia Units,51,AR/KATH/NCT/GD/04/11,NCT
ACCRA,Komfo Anokye Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1352,Komfo Anokye Teaching Hospital /Ministry of Health,Ministry of Health,,2388,BENBURTO ENTERPRISE,66,2011-10-14,"Supply of Non-Medicine Consumles, Laboratory & Other Items, Dental Items and Techinical Consumables for Anaesthesia Units and Patient Monitors",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=66,2011-10-28,Lot 1: Laboratory Reagents and Other Consumables     Lot 2: Stationary Items     Lot 3: Clothing and Linen Items     Lot 4: Medical Expendles     Lot 5: Cleaning Items     Lot 6: Dialysis Consumles     Lot 7: Dental Items     Lot 8: Technical Consumles for Anaesthesia Units,167149,AR/KATH/NCT/GD/04/11,NCT
ACCRA,Komfo Anokye Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1352,Komfo Anokye Teaching Hospital /Ministry of Health,Ministry of Health,,4480,GLOBUS HEALTHCARE SERVICES,67,2011-10-05,"Supply of Non-Medicine Consumles, Laboratory & Other Items, Dental Items and Techinical Consumables for Anaesthesia Units and Patient Monitors",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=67,2011-10-19,Lot 1: Laboratory Reagents and Other Consumables     Lot 2: Stationary Items     Lot 3: Clothing and Linen Items     Lot 4: Medical Expendles     Lot 5: Cleaning Items     Lot 6: Dialysis Consumles     Lot 7: Dental Items     Lot 8: Technical Consumles for Anaesthesia Units,106,AR/KATH/NCT/GD/04/11,NCT
ACCRA,Komfo Anokye Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1352,Komfo Anokye Teaching Hospital /Ministry of Health,Ministry of Health,,9542,BENBURTO ENTERPRISE,68,2011-10-25,"Supply of Non-Medicine Consumles, Laboratory & Other Items, Dental Items and Techinical Consumables for Anaesthesia Units and Patient Monitors",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=68,2012-11-08,Lot 1: Laboratory Reagents and Other Consumables     Lot 2: Stationary Items     Lot 3: Clothing and Linen Items     Lot 4: Medical Expendles     Lot 5: Cleaning Items     Lot 6: Dialysis Consumles     Lot 7: Dental Items     Lot 8: Technical Consumles for Anaesthesia Units,180,AR/KATH/NCT/GD/04/11,NCT
ACCRA,Komfo Anokye Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1352,Komfo Anokye Teaching Hospital /Ministry of Health,Ministry of Health,,700,INVESTRADE INTERNATIONAL CO. LTD,69,2011-10-14,"Supply of Non-Medicine Consumles, Laboratory & Other Items, Dental Items and Techinical Consumables for Anaesthesia Units and Patient Monitors",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=69,2011-10-28,Lot 1: Laboratory Reagents and Other Consumables     Lot 2: Stationary Items     Lot 3: Clothing and Linen Items     Lot 4: Medical Expendles     Lot 5: Cleaning Items     Lot 6: Dialysis Consumles     Lot 7: Dental Items     Lot 8: Technical Consumles for Anaesthesia Units,18,AR/KATH/NCT/GD/04/11,NCT
KUMASI,Komfo Anokye Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1352,Komfo Anokye Teaching Hospital /Ministry of Health,Ministry of Health,,11400,ERNEST CHEMIST LIMITED,70,2011-10-14,"Supply of Non-Medicine Consumles, Laboratory & Other Items, Dental Items and Techinical Consumables for Anaesthesia Units and Patient Monitors",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=70,2011-10-28,Lot 1: Laboratory Reagents and Other Consumables     Lot 2: Stationary Items     Lot 3: Clothing and Linen Items     Lot 4: Medical Expendles     Lot 5: Cleaning Items     Lot 6: Dialysis Consumles     Lot 7: Dental Items     Lot 8: Technical Consumles for Anaesthesia Units,7,AR/KATH/NCT/GD/04/11,NCT
"P. O. Box CT5706, Cantonment, Accra, Ghana",Tamale Polytechnic,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1373,Tamale Polytechnic /Ministry of Education,Ministry of Education,,105300,Automall Ghana Limited,71,2012-08-27,Supply of Saloon Car,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=71,2012-10-15,Supply of Saloon Car 2.4,,NR/TAPOLY/GD/0011/2012,NCT
"Box 9555, Accra",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,221885,AS Allah -Dey Company Ltd,72,2012-06-28,Pharmaceutical Raw Materials,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=72,2012-08-03,Pharmaceutical Raw Materials,,AR/GHS/2012/NCT/A.1.2/01,NCT
"Box KS 5152, Kumasi",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,159300,U. K. Chemicals Ltd,73,2012-06-28,Pharmaceutical Raw Materials,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=73,2012-08-03,Pharmaceutical Raw Materials,,AR/GHS/2012/NCT/A.1.2/01,NCT
"Box KS 921, Kumasi",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,11430,Kinapharma Ltd,74,2012-06-28,Pharmaceutical Raw Materials,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=74,2012-08-03,Pharmaceutical Raw Materials,,AR/GHS/2012/NCT/A.1.2/01,NCT
"Box 3345, Accra",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,73580,Ernest Chemist Ltd,75,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=75,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box GP 28231, Accra",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,1080,Beautiful Creation Company Ltd,76,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=76,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box DS 389, Dansoman - Accra",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,774950,Investrade International Company Ltd,77,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=77,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box 15416, Accra",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,529630,Frandak Agency,78,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=78,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box 618, Kumasi",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,41500,Stak-Fam Company Ltd,79,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=79,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box 4742, Kumasi",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,135600,Bakota Meditech Ltd,80,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=80,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box NT 245, New-Tafo, Kumasi",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,8900,God's Power Investment Ltd,81,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=81,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box CE 11542, Tema",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,24882,Belshaw Ltd,82,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=82,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box 648, Wa",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,5850,Munissco Company Ltd,83,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=83,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box 3985, Accra",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,25000,Cap Noble Agency,84,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=84,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box BA 112, Kumasi",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,39440,Baron Healthcare Ltd,85,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=85,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box AN 3418, Kaneshie - Accra",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,52000,Palb Pharmaceuticals Ltd,86,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=86,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box KN 229, Kaneshie - Accra",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,1000,Herona Company Ltd,87,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=87,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box KS 11350, Kumasi",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,22000,Victor's Dream Ltd,88,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=88,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box KS 11699, Kumasi",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,2500,Joffass Enterprise,89,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=89,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box KJ 613, Kumasi",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,9500,Stanbravo Company Ltd,90,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=90,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Box MP 2951, Mamprobi Accra",Office of the Regional Health DirectorateAshanti Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=693,Office of the Regional Health DirectorateAshanti Region/Ministry of Health,Ministry of Health,,4500,Sinopharm (Ghana) Ltd,91,2012-06-28,Non Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=91,2012-08-03,Non Medicine CONSUMABLES,,AR/GHS/2012/NCT/B.2.5/01,NCT
"Seatec TElecom Services Limited. P.O. Box KA9322
KIA, Accra- Ghana",Ghana Institute of Management And Public Administration,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1362,Ghana Institute of Management And Public Administration/Ministry of Education,Ministry of Education,,61133,,92,2012-08-27,Supply of Goods/ Services,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=92,2012-08-27,,2,GR/GIMPA/GD/0033/2012,NCT
"Toyota Ghana Company Limited. P. O. Box 1644, Accra-Ghana.",Ghana Institute of Management And Public Administration,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1362,Ghana Institute of Management And Public Administration/Ministry of Education,Ministry of Education,,137950,,93,2011-06-27,Procurement of 33 Seater Bus,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=93,2011-07-25,,1,GIMPA/NCT/GD/03/2010,NCT
"P.O.Box 1644
Accra",Ministry of Energy and Petroleum,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=434,Ministry of Energy and Petroleum /Ministry of Energy and Petroleum,Ministry of Energy and Petroleum,,74700,Toyota Ghana company Limited,94,2012-07-10,Contract for The Procurement of Vehicles (Buses),New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=94,2012-08-09,Lot 1: 15 Seater Bus    Lot 2: 30 Seater Bus,1,GR/MIE/GD/0003/2012,NCT
"P.O.Box AN 5216
Accra-North
Tel:0302-682223-6",Ministry of Energy and Petroleum,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=434,Ministry of Energy and Petroleum /Ministry of Energy and Petroleum,Ministry of Energy and Petroleum,,157710,Japan Motors Trading Company Limited,95,2012-07-10,Contract for The Procurement of Vehicles (Buses),New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=95,2012-08-09,Lot 1: 15 Seater Bus    Lot 2: 30 Seater Bus,2,GR/MIE/GD/0003/2012,NCT
